dataset,model,seed,scarcity_fraction,training_pool_size,retained_size,retained_negative,retained_positive,test_size,fit_seconds,roc_auc,precision,recall,f1,accuracy,average_precision
diabetes,random_forest,3,0.5,202944,101472,87334,14138,50736,26.2325292000023,0.806422083089691,0.50406852248394,0.166501626821333,0.250319013185878,0.8610454115421,0.384227286961208
diabetes,logistic_regression,3,0.25,202944,50736,43667,7069,50736,0.775427599997784,0.823381982306109,0.531203931203931,0.152921205262413,0.237478031634446,0.863174077578051,0.404723024834202
diabetes,random_forest,3,0.25,202944,50736,43667,7069,50736,8.81009030000132,0.805541084263271,0.512635379061372,0.160701655113877,0.244695745826602,0.86177467675812,0.389279023864459
diabetes,logistic_regression,3,0.1,202944,20294,17466,2828,50736,0.347826500001247,0.82283270347752,0.528891202498699,0.143726128165228,0.226028921023359,0.862858719646799,0.401830932457302
diabetes,random_forest,3,0.1,202944,20294,17466,2828,50736,3.05953610000142,0.805064067498353,0.533906882591093,0.149243174423539,0.233278054173577,0.863312046672974,0.386931078435097
diabetes,logistic_regression,3,0.05,202944,10147,8733,1414,50736,0.169390400005795,0.822270957126648,0.525161933233682,0.149101711698967,0.232260907888938,0.862661620939767,0.401161920279386
diabetes,random_forest,3,0.05,202944,10147,8733,1414,50736,2.29743799999414,0.804803299154224,0.533990147783251,0.15334559343613,0.238267941532036,0.863390886155787,0.390526210004085
diabetes,logistic_regression,3,0.01,202944,2029,1746,283,50736,0.14254069999879,0.819108877940715,0.519967064635653,0.178667421134531,0.26595072646873,0.862582781456954,0.396668668311261
diabetes,random_forest,3,0.01,202944,2029,1746,283,50736,1.48462410000502,0.802039649390272,0.514046328240513,0.147545621728674,0.229281160694658,0.861794386628824,0.383508797528052
diabetes,logistic_regression,4,1,202944,202944,174667,28277,50736,1.9311275,0.82326630663555,0.549672213817448,0.154194369783562,0.240830755634114,0.864553768527278,0.407130246441211
diabetes,random_forest,4,1,202944,202944,174667,28277,50736,76.6693790999998,0.801981992971453,0.493696624644164,0.171735747630499,0.254827875734677,0.860059918006938,0.377422671200259
diabetes,logistic_regression,4,0.5,202944,101472,87334,14138,50736,1.36191819999658,0.823088306311897,0.547276464542652,0.15065780166926,0.236272878535774,0.864297540208136,0.40653451156596
diabetes,random_forest,4,0.5,202944,101472,87334,14138,50736,22.5146574000028,0.80333984658381,0.506533101045296,0.164521148677324,0.248371596369461,0.861262220119836,0.377928397486642
diabetes,logistic_regression,4,0.25,202944,50736,43667,7069,50736,0.673092299999553,0.823332640268462,0.550075490689482,0.154618757957278,0.241386925795053,0.864593188268685,0.406707375584346
diabetes,random_forest,4,0.25,202944,50736,43667,7069,50736,7.36304900000687,0.804299883054738,0.510619069136918,0.159852878766445,0.243482008187891,0.861597287921791,0.383479396201666
diabetes,logistic_regression,4,0.1,202944,20294,17466,2828,50736,0.357585900004779,0.823213482049779,0.543132530120482,0.159428490592729,0.246500437445319,0.86419899085462,0.406115199800034
diabetes,random_forest,4,0.1,202944,20294,17466,2828,50736,2.71958650000306,0.804694964371152,0.514950166112957,0.153487056160702,0.236486486486486,0.861912645853043,0.383486458841913
diabetes,logistic_regression,4,0.05,202944,10147,8733,1414,50736,0.162991500001226,0.822603281306084,0.548628428927681,0.155608997029283,0.242450958783337,0.864514348785872,0.405599116664034
diabetes,random_forest,4,0.05,202944,10147,8733,1414,50736,1.95004909999989,0.804004574312382,0.526567481402763,0.140189560050927,0.221427773433136,0.862641911069063,0.386581116323792
diabetes,logistic_regression,4,0.01,202944,2029,1746,283,50736,0.154761699996015,0.815140997051195,0.523407844791227,0.175555241193945,0.262923728813559,0.862858719646799,0.39529921888645
diabetes,random_forest,4,0.01,202944,2029,1746,283,50736,1.46101869999984,0.796241817425176,0.505917159763314,0.145140755410949,0.225568868857865,0.861143960895617,0.376152701584237
diabetes,logistic_regression,5,1,202944,202944,174667,28277,50736,1.66905019999831,0.823797892499882,0.536736641221374,0.159145565143585,0.245499181669394,0.863706244087039,0.404977927872137
diabetes,random_forest,5,1,202944,202944,174667,28277,50736,64.9956552000003,0.804246081735703,0.505106048703849,0.181921063799689,0.267498699947998,0.861183380637023,0.380792903274353
diabetes,logistic_regression,5,0.5,202944,101472,87334,14138,50736,1.08265270000265,0.823705721599473,0.53935860058309,0.157023624275004,0.243234359592418,0.863863923052665,0.4042470316605
diabetes,random_forest,5,0.5,202944,101472,87334,14138,50736,23.7889222000012,0.805058731910669,0.500629458665548,0.168765030414486,0.252433347439695,0.860730053610848,0.379137798440821
diabetes,logistic_regression,5,0.25,202944,50736,43667,7069,50736,0.45446880000236,0.823810348683635,0.534682080924855,0.157023624275004,0.242755604155276,0.863509145380006,0.404555447107174
diabetes,random_forest,5,0.25,202944,50736,43667,7069,50736,7.09369639999932,0.806013133132797,0.520579981290926,0.15744801244872,0.24177256435321,0.862405392620624,0.385231897404502
diabetes,logistic_regression,5,0.1,202944,20294,17466,2828,50736,0.197509400000854,0.823143975248601,0.526339486717695,0.165369925024756,0.251668460710441,0.862976978871019,0.402957929232631
diabetes,random_forest,5,0.1,202944,20294,17466,2828,50736,2.75566310000431,0.806865866626772,0.523535062439962,0.154194369783562,0.238225330564966,0.862602491327657,0.388836653430011
diabetes,logistic_regression,5,0.05,202944,10147,8733,1414,50736,0.153684199998679,0.822218318816707,0.528873917228104,0.155467534304711,0.240297365256368,0.863036108483128,0.401048564695398
diabetes,random_forest,5,0.05,202944,10147,8733,1414,50736,1.89948730000469,0.804207397915103,0.51394422310757,0.127740840288584,0.20462270564242,0.861636707663198,0.38449963829901
diabetes,logistic_regression,5,0.01,202944,2029,1746,283,50736,0.123106699997152,0.816314029404945,0.514188422247446,0.1281652284623,0.205186275619975,0.861656417533901,0.387401732916529
diabetes,random_forest,5,0.01,202944,2029,1746,283,50736,1.40548480000143,0.798398235520181,0.497587870434183,0.102136087141038,0.169483568075117,0.860532954903816,0.371276204425505
diabetes,logistic_regression,6,1,202944,202944,174667,28277,50736,1.61728220000077,0.824656993387658,0.548262548262548,0.160701655113877,0.248550486817635,0.864612898139388,0.410766064044808
diabetes,random_forest,6,1,202944,202944,174667,28277,50736,64.8639645000003,0.804188190447359,0.506634499396864,0.178243032960815,0.263708664713269,0.861321349731946,0.384864018140145
diabetes,logistic_regression,6,0.5,202944,101472,87334,14138,50736,1.00653849999799,0.824473827554253,0.551150269211943,0.159287027868157,0.247146619841967,0.864790286975717,0.41099235329187
diabetes,random_forest,6,0.5,202944,101472,87334,14138,50736,24.0925837000032,0.804419868986021,0.507111111111111,0.161408968736738,0.244876059663054,0.861301639861243,0.384429563947072
diabetes,logistic_regression,6,0.25,202944,50736,43667,7069,50736,0.430164900004456,0.824647919325059,0.548604427333975,0.161267506012166,0.249262053132174,0.864652317880795,0.410877345611589
diabetes,random_forest,6,0.25,202944,50736,43667,7069,50736,8.23816269999952,0.806590325799439,0.517630465444288,0.155750459753855,0.239451935624184,0.862149164301482,0.388760837197952
diabetes,logistic_regression,6,0.1,202944,20294,17466,2828,50736,0.21902940000291,0.824547195934374,0.549753694581281,0.157872400622436,0.245301681503462,0.864652317880795,0.410290337985623
diabetes,random_forest,6,0.1,202944,20294,17466,2828,50736,2.65299170000071,0.806527452037594,0.532535137948985,0.144716367237233,0.227586206896552,0.863134657836645,0.385598992778609
diabetes,logistic_regression,6,0.05,202944,10147,8733,1414,50736,0.164206600005855,0.823533889435473,0.542253521126761,0.163389446880747,0.251114251549081,0.864218700725323,0.407846591334228
diabetes,random_forest,6,0.05,202944,10147,8733,1414,50736,1.97169500000018,0.802250970410415,0.518098325229606,0.13566275286462,0.215022421524664,0.861991485335856,0.378023239403098
diabetes,logistic_regression,6,0.01,202944,2029,1746,283,50736,0.127840900000592,0.819238712194134,0.534346846846847,0.134248125618899,0.214584511023177,0.863075528224535,0.395821741093629
diabetes,random_forest,6,0.01,202944,2029,1746,283,50736,1.46798449999915,0.790083175656783,0.513011152416357,0.0780874239637855,0.135543278084715,0.861222800378429,0.358937584771645
diabetes,logistic_regression,7,1,202944,202944,174667,28277,50736,1.66122049999831,0.822113100509258,0.524167057719381,0.158013863347008,0.242826086956522,0.862701040681173,0.402449614975456
diabetes,random_forest,7,1,202944,202944,174667,28277,50736,60.0412069999948,0.80198730102271,0.493441358024691,0.180930824727684,0.264775903115619,0.860000788394828,0.380123354325884
diabetes,logistic_regression,7,0.5,202944,101472,87334,14138,50736,0.851845199998934,0.822033478120623,0.523787313432836,0.158862639694441,0.243785954629328,0.86268133081047,0.402292716323157
diabetes,random_forest,7,0.5,202944,101472,87334,14138,50736,25.0480296000023,0.802435854840824,0.498781478472786,0.173716225774508,0.257685447487147,0.860552664774519,0.37746669495406
diabetes,logistic_regression,7,0.25,202944,50736,43667,7069,50736,0.489094399999885,0.82195503817856,0.527482678983834,0.16155043146131,0.247346761966645,0.863016398612425,0.402157226883721
diabetes,random_forest,7,0.25,202944,50736,43667,7069,50736,7.2747606999983,0.803692282073712,0.498499785683669,0.164521148677324,0.247394171452882,0.860532954903816,0.38196822121712
diabetes,logistic_regression,7,0.1,202944,20294,17466,2828,50736,0.21124179999606,0.821282678000332,0.535858585858586,0.150091950770972,0.234501049839761,0.8634697256386,0.40250651812534
diabetes,random_forest,7,0.1,202944,20294,17466,2828,50736,2.75445929999842,0.801551185570661,0.509881422924901,0.145989531758382,0.226987792807654,0.861459318826869,0.381233791708342
diabetes,logistic_regression,7,0.05,202944,10147,8733,1414,50736,0.164853599999333,0.820731917064053,0.525210084033613,0.159145565143585,0.244273151666486,0.862799590034689,0.401100102453848
diabetes,random_forest,7,0.05,202944,10147,8733,1414,50736,1.94323270000314,0.802510510953856,0.506753376688344,0.143301739991512,0.223423026025584,0.861203090507726,0.38242276003451
diabetes,logistic_regression,7,0.01,202944,2029,1746,283,50736,0.118195700000797,0.813718836162999,0.511291779584462,0.160135804215589,0.243886674566412,0.861656417533901,0.390631140784675
diabetes,random_forest,7,0.01,202944,2029,1746,283,50736,1.40323740000167,0.798555577044407,0.509887760555852,0.13495543924176,0.213422818791946,0.861400189214759,0.375357076979339
diabetes,logistic_regression,8,1,202944,202944,174667,28277,50736,1.6372601999974,0.82288664409848,0.535554450522128,0.152355354364125,0.237224669603524,0.863489435509303,0.403245037807672
diabetes,random_forest,8,1,202944,202944,174667,28277,50736,65.2856156999987,0.80154786176194,0.497195512820513,0.175555241193945,0.259487715629901,0.860394985808893,0.376200330158302
diabetes,logistic_regression,8,0.5,202944,101472,87334,14138,50736,1.11229869999806,0.822775916885837,0.536734693877551,0.148818786249823,0.233026913279433,0.863509145380006,0.40259425525364
diabetes,random_forest,8,0.5,202944,101472,87334,14138,50736,24.2716246000055,0.803718584220889,0.492844364937388,0.155891922478427,0.236861902203117,0.860040208136235,0.37830887398665
diabetes,logistic_regression,8,0.25,202944,50736,43667,7069,50736,0.441769999997632,0.822697057418209,0.535332994407728,0.148960248974395,0.233067729083665,0.86341059602649,0.401922375726872
diabetes,random_forest,8,0.25,202944,50736,43667,7069,50736,7.56593119999889,0.806192600986032,0.506278252134606,0.142594426368652,0.222516556291391,0.86116367076632,0.382293016684326
diabetes,logistic_regression,8,0.1,202944,20294,17466,2828,50736,0.209592700004578,0.822305465129079,0.53481331987891,0.1499504880464,0.234228262070489,0.863390886155787,0.402360691752881
diabetes,random_forest,8,0.1,202944,20294,17466,2828,50736,2.74219149999408,0.804963906174737,0.523359288097887,0.133116423822323,0.212247659862411,0.862326553137811,0.379702733468501
diabetes,logistic_regression,8,0.05,202944,10147,8733,1414,50736,0.158900000002177,0.821220952669472,0.533398821218075,0.153628518885274,0.238550247116969,0.86335146641438,0.402674692641101
diabetes,random_forest,8,0.05,202944,10147,8733,1414,50736,1.9439843999935,0.803653296972205,0.534713763702801,0.124204272174282,0.201584203880152,0.862917849258909,0.381042897553536
diabetes,logistic_regression,8,0.01,202944,2029,1746,283,50736,0.124647599994205,0.814515004976497,0.512061902594447,0.159145565143585,0.242823224692424,0.861715547146011,0.392083325127455
diabetes,random_forest,8,0.01,202944,2029,1746,283,50736,1.40880240000115,0.798183103134581,0.528904227782571,0.0867166501626821,0.149003403014098,0.861991485335856,0.371881637107319
diabetes,logistic_regression,9,1,202944,202944,174667,28277,50736,1.66728439999861,0.820741136907736,0.519146873485216,0.151506578016693,0.234559789750329,0.862228003784295,0.39953907300801
diabetes,random_forest,9,1,202944,202944,174667,28277,50736,60.3704225000038,0.801862170638942,0.479020979020979,0.174423539397369,0.255729544747485,0.858542257962788,0.373701051122832
diabetes,logistic_regression,9,0.5,202944,101472,87334,14138,50736,1.00278389999585,0.82071158870175,0.519730510105871,0.152779742537841,0.236142997704165,0.862287133396405,0.399437816698009
diabetes,random_forest,9,0.5,202944,101472,87334,14138,50736,24.959511699999,0.802993624607676,0.482656514382403,0.161408968736738,0.241916675500901,0.859054714601072,0.376553621231662
diabetes,logistic_regression,9,0.25,202944,50736,43667,7069,50736,0.527384299995902,0.820741619605104,0.519094766619519,0.155750459753855,0.239608269858542,0.862267423525702,0.399749196105422
diabetes,random_forest,9,0.25,202944,50736,43667,7069,50736,7.06637719999708,0.804069262238831,0.498935717326522,0.165794313198472,0.248885113612232,0.860572374645222,0.383816081770441
diabetes,logistic_regression,9,0.1,202944,20294,17466,2828,50736,0.257632699998794,0.820111276774936,0.523186033824332,0.13566275286462,0.215457200629072,0.862346263008515,0.398291833090121
diabetes,random_forest,9,0.1,202944,20294,17466,2828,50736,3.97316829999909,0.804247379187352,0.512169860176075,0.139906634601782,0.219777777777778,0.861597287921791,0.376876234979311
diabetes,logistic_regression,9,0.05,202944,10147,8733,1414,50736,0.164713400001347,0.819543535581922,0.538461538461538,0.120809166784552,0.19734257654535,0.863075528224535,0.397292626541201
diabetes,random_forest,9,0.05,202944,10147,8733,1414,50736,1.99415470000531,0.801048564787979,0.491356382978723,0.104540953458764,0.172401726350169,0.860158467360454,0.372589125213128
diabetes,logistic_regression,9,0.01,202944,2029,1746,283,50736,0.122034699998039,0.815467972684629,0.522167487684729,0.13495543924176,0.214478417266187,0.862267423525702,0.390832908694532
diabetes,random_forest,9,0.01,202944,2029,1746,283,50736,1.47202259999904,0.789875520221014,0.527035830618892,0.114443344178809,0.188052068805207,0.862306843267108,0.366333118038439
diabetes,logistic_regression,10,1,202944,202944,174667,28277,50736,1.71942370000033,0.821463188998214,0.527131782945736,0.153911444334418,0.238256870688711,0.862878429517502,0.399769254669899
diabetes,random_forest,10,1,202944,202944,174667,28277,50736,60.3945260999972,0.800229906812552,0.501812323801853,0.176262554816806,0.260887772194305,0.860848312835068,0.374978089140259
diabetes,logistic_regression,10,0.5,202944,101472,87334,14138,50736,1.16378670000267,0.820927137373335,0.532592950265572,0.156033385202999,0.241356673960613,0.863331756543677,0.399800932720461
diabetes,random_forest,10,0.5,202944,101472,87334,14138,50736,24.1553970000023,0.801375543660993,0.497211497211497,0.163955297779035,0.246595744680851,0.860414695679596,0.375713718046538
diabetes,logistic_regression,10,0.25,202944,50736,43667,7069,50736,0.421668300004967,0.820709636855011,0.530430479960416,0.151648040741265,0.235863586358636,0.863095238095238,0.399295232425985
diabetes,random_forest,10,0.25,202944,50736,43667,7069,50736,7.40735110000241,0.803525147300204,0.513476473275468,0.159004102419013,0.242817023115144,0.86183380637023,0.382580769021145
diabetes,logistic_regression,10,0.1,202944,20294,17466,2828,50736,0.215538599994033,0.819623784829219,0.525951557093426,0.150516338944688,0.234051913770348,0.86274046042258,0.397890566082256
diabetes,random_forest,10,0.1,202944,20294,17466,2828,50736,2.70383740000398,0.80353277165091,0.518974864465254,0.148960248974395,0.231479446032095,0.862188584042889,0.384449360857782
diabetes,logistic_regression,10,0.05,202944,10147,8733,1414,50736,0.158912500002771,0.819636218335915,0.523355576739752,0.155326071580139,0.239554925275445,0.862602491327657,0.397126533088799
diabetes,random_forest,10,0.05,202944,10147,8733,1414,50736,1.97357519999787,0.803249601613502,0.510747185261003,0.141179799122931,0.221212457054195,0.861498738568275,0.381117974119277
diabetes,logistic_regression,10,0.01,202944,2029,1746,283,50736,0.12144100000296,0.814939213353542,0.505277044854881,0.162540670533314,0.245959541903029,0.861143960895617,0.387061658368857
diabetes,random_forest,10,0.01,202944,2029,1746,283,50736,1.39929670000129,0.798606485418815,0.499744767738642,0.138492007356062,0.216880815241471,0.860651214128035,0.37533516301182
diabetes,logistic_regression,11,1,202944,202944,174667,28277,50736,1.63395699999819,0.817855808532135,0.52326685660019,0.155891922478427,0.240217983651226,0.862602491327657,0.396989043389966
diabetes,random_forest,11,1,202944,202944,174667,28277,50736,59.2661477000002,0.798780447606436,0.504954582989265,0.173008912151648,0.257717837951744,0.861143960895617,0.37514590370653
diabetes,logistic_regression,11,0.5,202944,101472,87334,14138,50736,0.980027800003882,0.81787269646085,0.522429906542056,0.15815532607158,0.242805950700402,0.86256307158625,0.396970917470929
diabetes,random_forest,11,0.5,202944,101472,87334,14138,50736,24.3909802000053,0.800092660400894,0.507950150408251,0.167208940444193,0.251596424010217,0.861400189214759,0.373975333212927
diabetes,logistic_regression,11,0.25,202944,50736,43667,7069,50736,0.436197200004244,0.817479685235833,0.52202747513027,0.155891922478427,0.240087145969499,0.862503941974141,0.396756917981082
diabetes,random_forest,11,0.25,202944,50736,43667,7069,50736,7.19229920000362,0.799947303701583,0.503096712720343,0.149384637148111,0.230366492146597,0.860927152317881,0.374883772599852
diabetes,logistic_regression,11,0.1,202944,20294,17466,2828,50736,0.200439400003233,0.817354101310914,0.520891364902507,0.158721176969868,0.24330478152445,0.862444812362031,0.397174233767024
diabetes,random_forest,11,0.1,202944,20294,17466,2828,50736,2.71503780000057,0.801021650360248,0.519677093844601,0.145706606309238,0.227599160313777,0.862208293913592,0.379310199695356
diabetes,logistic_regression,11,0.05,202944,10147,8733,1414,50736,0.158251900000323,0.816556949284993,0.51832229580574,0.166077238647616,0.251553460467109,0.862306843267108,0.396330262653505
diabetes,random_forest,11,0.05,202944,10147,8733,1414,50736,1.97818890000053,0.800396928200772,0.527040816326531,0.146130994482954,0.22881825229815,0.862760170293283,0.377871597734601
diabetes,logistic_regression,11,0.01,202944,2029,1746,283,50736,0.148216199995659,0.810649264793758,0.506100316312698,0.158438251520724,0.24132730015083,0.861203090507726,0.391656992166615
diabetes,random_forest,11,0.01,202944,2029,1746,283,50736,1.59579320000194,0.792951214395793,0.509247027741083,0.10906776064507,0.179657462425725,0.861222800378429,0.365055657123066
diabetes,logistic_regression,12,1,202944,202944,174667,28277,50736,1.67187130000093,0.822263493135135,0.533268576979116,0.155326071580139,0.240578439964943,0.863371176285084,0.406472162088855
diabetes,random_forest,12,1,202944,202944,174667,28277,50736,64.9206457999971,0.801043809085053,0.491456468673718,0.170886971283067,0.253595045659704,0.859843109429202,0.374314089255567
diabetes,logistic_regression,12,0.5,202944,101472,87334,14138,50736,0.912006500002462,0.822105157059956,0.532530120481928,0.156316310652143,0.241688538932633,0.863331756543677,0.406318810755747
diabetes,random_forest,12,0.5,202944,101472,87334,14138,50736,22.4111552000031,0.802564864621222,0.513467293715263,0.169896732211062,0.25531462585034,0.861912645853043,0.376774280727539
diabetes,logistic_regression,12,0.25,202944,50736,43667,7069,50736,0.443562799999199,0.821924597468379,0.532665712923224,0.158013863347008,0.243726816495745,0.863371176285084,0.405230711031674
diabetes,random_forest,12,0.25,202944,50736,43667,7069,50736,7.5144947000008,0.803511045409988,0.51307484220018,0.160984580563022,0.245073759017982,0.861814096499527,0.38106163049523
diabetes,logistic_regression,12,0.1,202944,20294,17466,2828,50736,0.294129299996712,0.821387766724595,0.529865125240848,0.155608997029283,0.240568616730454,0.863114947965941,0.404277438906717
diabetes,random_forest,12,0.1,202944,20294,17466,2828,50736,2.83763769999496,0.802815259831312,0.522432701894317,0.148252935351535,0.230964187327824,0.862444812362031,0.38024495655728
diabetes,logistic_regression,12,0.05,202944,10147,8733,1414,50736,0.161357899996801,0.820159881808213,0.528606356968215,0.152921205262413,0.237217467632214,0.862976978871019,0.402148077530153
diabetes,random_forest,12,0.05,202944,10147,8733,1414,50736,1.93910270000197,0.803221112750061,0.515343915343915,0.137784693733201,0.217434981582766,0.861814096499527,0.380259982389214
diabetes,logistic_regression,12,0.01,202944,2029,1746,283,50736,0.120988799993938,0.818301265312104,0.529069767441861,0.167350403168765,0.254271896829661,0.863233207190161,0.397540421822042
diabetes,random_forest,12,0.01,202944,2029,1746,283,50736,1.39566750000085,0.795497276172769,0.513114754098361,0.132833498373179,0.211034947746938,0.861616997792494,0.373759687328878
diabetes,logistic_regression,13,1,202944,202944,174667,28277,50736,1.68150469999819,0.821292181307235,0.540867810292634,0.151648040741265,0.236879902773174,0.863863923052665,0.40262982132828
diabetes,random_forest,13,1,202944,202944,174667,28277,50736,65.5172163000025,0.799326692568683,0.481751824817518,0.177394256613382,0.259305210918114,0.85879848628193,0.368251864870308
diabetes,logistic_regression,13,0.5,202944,101472,87334,14138,50736,0.92157739999675,0.821273927895697,0.538008827856792,0.155184608855567,0.24088713219148,0.863725953957742,0.402596452413875
diabetes,random_forest,13,0.5,202944,101472,87334,14138,50736,24.1817822999947,0.80285608825364,0.489660876757651,0.167491865893337,0.249604722251502,0.859685430463576,0.375351470458042
diabetes,logistic_regression,13,0.25,202944,50736,43667,7069,50736,0.451617300001089,0.820911793104323,0.5341796875,0.15476022068185,0.239991225183723,0.863430305897193,0.402068193196119
diabetes,random_forest,13,0.25,202944,50736,43667,7069,50736,7.3533935000014,0.804029567669381,0.497512437810945,0.155608997029283,0.237068965517241,0.860454115421003,0.380832360506729
diabetes,logistic_regression,13,0.1,202944,20294,17466,2828,50736,0.218904000001203,0.820716963164389,0.534102306920762,0.15065780166926,0.235021516054287,0.86335146641438,0.401696909968999
diabetes,random_forest,13,0.1,202944,20294,17466,2828,50736,2.72892420000426,0.803152964952546,0.51384451544196,0.136511529212053,0.215714764725606,0.861695837275308,0.384493462131007
diabetes,logistic_regression,13,0.05,202944,10147,8733,1414,50736,0.154618300002767,0.819420337607416,0.52302472127969,0.152638279813269,0.236311870346036,0.862543361715547,0.399369472940417
diabetes,random_forest,13,0.05,202944,10147,8733,1414,50736,2.02898730000015,0.799971929366292,0.52122641509434,0.125053048521715,0.201711351968055,0.862090034689372,0.378302757489581
diabetes,logistic_regression,13,0.01,202944,2029,1746,283,50736,0.12757469999633,0.815893000675326,0.519274376417234,0.161974819635026,0.246926892387319,0.862346263008515,0.393446907163358
diabetes,random_forest,13,0.01,202944,2029,1746,283,50736,1.39162229999783,0.794781491049124,0.512761020881671,0.125053048521715,0.201069032184692,0.861538158309682,0.375939952870642
diabetes,logistic_regression,14,1,202944,202944,174667,28277,50736,1.71127119999437,0.819658966664217,0.518950437317784,0.151082189842976,0.23403089733757,0.862208293913592,0.398832041922597
diabetes,random_forest,14,1,202944,202944,174667,28277,50736,59.594038700001,0.79875347810585,0.487573964497041,0.174847927571085,0.257392753019575,0.859429202144434,0.37070389540565
diabetes,logistic_regression,14,0.5,202944,101472,87334,14138,50736,1.03502699999808,0.819862778338731,0.514383227693808,0.149243174423539,0.231359649122807,0.86183380637023,0.398431610936789
diabetes,random_forest,14,0.5,202944,101472,87334,14138,50736,21.9346625000035,0.799920583648631,0.487825010317788,0.167208940444193,0.24905183312263,0.859508041627247,0.374038071739373
diabetes,logistic_regression,14,0.25,202944,50736,43667,7069,50736,0.437144599993189,0.819608006456534,0.518367346938776,0.143726128165228,0.225052608262266,0.862090034689372,0.398504655278167
diabetes,random_forest,14,0.25,202944,50736,43667,7069,50736,7.30321190000541,0.800416420751525,0.498850574712644,0.153487056160702,0.234746862829944,0.860572374645222,0.376634075514545
diabetes,logistic_regression,14,0.1,202944,20294,17466,2828,50736,0.212163099997269,0.819431161043026,0.5190329218107,0.142735889093224,0.223898812825918,0.862129454430779,0.397415914615074
diabetes,random_forest,14,0.1,202944,20294,17466,2828,50736,2.74872570000298,0.80014211096446,0.505415162454874,0.138633470080634,0.217584369449378,0.861084831283507,0.377108130242814
diabetes,logistic_regression,14,0.05,202944,10147,8733,1414,50736,0.195189600002777,0.818783039399739,0.519634211941904,0.136652991936625,0.216397849462366,0.862109744560076,0.398005683318035
diabetes,random_forest,14,0.05,202944,10147,8733,1414,50736,2.18070580000494,0.797817301139043,0.513068181818182,0.127740840288584,0.204553177030241,0.861577578051088,0.373899611705608
diabetes,logistic_regression,14,0.01,202944,2029,1746,283,50736,0.125843800000439,0.808643326793281,0.512995896032832,0.106097043429056,0.175829328331966,0.861419899085462,0.378746996609465
diabetes,random_forest,14,0.01,202944,2029,1746,283,50736,1.43063279999478,0.78520693121154,0.514541387024608,0.0650728533031546,0.115534346351877,0.861183380637023,0.350610424262008
diabetes,logistic_regression,15,1,202944,202944,174667,28277,50736,1.62361039999814,0.820414064086913,0.540858018386108,0.149809025321828,0.234629444998338,0.863824503311258,0.403859909230837
diabetes,random_forest,15,1,202944,202944,174667,28277,50736,64.6178768999962,0.80066372054326,0.497950819672131,0.171877210355071,0.255547376169944,0.860473825291706,0.378285511482713
diabetes,logistic_regression,15,0.5,202944,101472,87334,14138,50736,1.0023360999985,0.820316421536475,0.537612838515547,0.151648040741265,0.236566258413329,0.863627404604226,0.403300420702831
diabetes,random_forest,15,0.5,202944,101472,87334,14138,50736,24.7995370999997,0.802723176399553,0.507501071581654,0.167491865893337,0.251861306105084,0.861360769473352,0.379469242679646
diabetes,logistic_regression,15,0.25,202944,50736,43667,7069,50736,0.447865699999966,0.8206298832634,0.531126482213439,0.152072428914981,0.236445617507973,0.863154367707348,0.403185716555008
diabetes,random_forest,15,0.25,202944,50736,43667,7069,50736,7.07709079999768,0.802284707392889,0.514124293785311,0.167350403168765,0.252508004268943,0.86195206559445,0.380364799864211
diabetes,logistic_regression,15,0.1,202944,20294,17466,2828,50736,0.204162299996824,0.820183665182212,0.528011898859693,0.15065780166926,0.234426590358794,0.862898139388206,0.401031315381502
diabetes,random_forest,15,0.1,202944,20294,17466,2828,50736,2.79680709999957,0.801677099932703,0.529941706412295,0.141462724572075,0.223313979455114,0.862898139388206,0.383204660664571
diabetes,logistic_regression,15,0.05,202944,10147,8733,1414,50736,0.197721199998341,0.818726720927315,0.519522776572668,0.135521290140048,0.214966902277572,0.862090034689372,0.396792013447989
diabetes,random_forest,15,0.05,202944,10147,8733,1414,50736,2.01937900000485,0.801615680742121,0.524923076923077,0.12066770405998,0.196227283183805,0.862267423525702,0.382060285263076
diabetes,logistic_regression,15,0.01,202944,2029,1746,283,50736,0.118192800000543,0.806772386936184,0.501851851851852,0.15334559343613,0.23491169140752,0.860828602964365,0.381012144631301
diabetes,random_forest,15,0.01,202944,2029,1746,283,50736,1.39929799999663,0.796952903538539,0.486180014174344,0.0970434290564436,0.161792452830189,0.859902239041312,0.364630552962792
diabetes,logistic_regression,16,1,202944,202944,174667,28277,50736,1.72102699999959,0.825108517900312,0.5480631276901,0.162116282359598,0.250218340611354,0.864632608010091,0.413105382560081
diabetes,random_forest,16,1,202944,202944,174667,28277,50736,65.3451984000058,0.804798387951475,0.508413461538462,0.179516197481964,0.265342394145321,0.861498738568275,0.383233434993565
diabetes,logistic_regression,16,0.5,202944,101472,87334,14138,50736,0.900969599999371,0.825126719478575,0.55,0.16494553685104,0.253781695505496,0.864849416587827,0.41294095754394
diabetes,random_forest,16,0.5,202944,101472,87334,14138,50736,23.7152731999959,0.806041743480475,0.52571185720357,0.174989390295657,0.262576947569518,0.863055818353832,0.385998790156958
diabetes,logistic_regression,16,0.25,202944,50736,43667,7069,50736,0.449308900002507,0.825122990722398,0.544871794871795,0.16834064224077,0.257213876580568,0.864534058656575,0.41249339444215
diabetes,random_forest,16,0.25,202944,50736,43667,7069,50736,7.32928979999997,0.808437338121242,0.521776627856835,0.171169896732211,0.257775884107371,0.862661620939767,0.392924961149206
